ID,persfamID,gedcom,xnoteID,eventID,ordernum,secret
674347,F23606,Earlylds,674347,,0,0
674348,F23677,Earlylds,674348,,0,0
674349,F23806,Earlylds,674349,,0,0
674350,F23852,Earlylds,674350,,0,0
674351,F23885,Earlylds,674351,,0,0
674352,F23901,Earlylds,674352,,0,0
674353,F23914,Earlylds,674353,,0,0
674354,F23943,Earlylds,674354,,0,0
674355,F23958,Earlylds,674355,,0,0
674356,F24202,Earlylds,674356,,0,0
674357,F24278,Earlylds,674357,,0,0
674358,F24376,Earlylds,674358,,0,0
674359,F24447,Earlylds,674359,,0,0
674360,F24450,Earlylds,674360,,0,0
674361,F24607,Earlylds,674361,,0,0
674362,F24730,Earlylds,674362,,0,0
485689,F248,Earlylds,485689,,0,0
674363,F24943,Earlylds,674363,,0,0
674364,F24955,Earlylds,674364,,0,0
674365,F24988,Earlylds,674365,,0,0
674366,F25120,Earlylds,674366,,0,0
674367,F25205,Earlylds,674367,,0,0
674368,F25235,Earlylds,674368,,0,0
674369,F25282,Earlylds,674369,,0,0
674370,F25324,Earlylds,674370,,0,0
674371,F25378,Earlylds,674371,,0,0
674372,F25532,Earlylds,674372,,0,0
674373,F25594,Earlylds,674373,,0,0
674374,F25635,Earlylds,674374,,0,0
674375,F25725,Earlylds,674375,,0,0
674376,F25899,Earlylds,674376,,0,0
674377,F26005,Earlylds,674377,,0,0
674378,F26011,Earlylds,674378,,0,0
674379,F26129,Earlylds,674379,,0,0
674380,F26165,Earlylds,674380,,0,0
485719,F2624,Earlylds,485719,,0,0
674381,F26334,Earlylds,674381,,0,0
674382,F26355,Earlylds,674382,,0,0
674383,F26366,Earlylds,674383,,0,0
674384,F26381,Earlylds,674384,,0,0
674385,F26420,Earlylds,674385,,0,0
674386,F26453,Earlylds,674386,,0,0
674387,F26610,Earlylds,674387,,0,0
674388,F26615,Earlylds,674388,,0,0
674389,F26888,Earlylds,674389,,0,0
485690,F269,Earlylds,485690,,0,0
674390,F26924,Earlylds,674390,,0,0
674391,F27061,Earlylds,674391,,0,0
674392,F27159,Earlylds,674392,,0,0
674393,F27163,Earlylds,674393,,0,0
674394,F27182,Earlylds,674394,,0,0
674395,F27254,Earlylds,674395,,0,0
485720,F2730,Earlylds,485720,,0,0
674396,F27394,Earlylds,674396,,0,0
674397,F27408,Earlylds,674397,,0,0
674398,F27534,Earlylds,674398,,0,0
674399,F27601,Earlylds,674399,,0,0
674400,F27702,Earlylds,674400,,0,0
674401,F27783,Earlylds,674401,,0,0
674402,F27815,Earlylds,674402,,0,0
485721,F2803,Earlylds,485721,,0,0
674403,F28033,Earlylds,674403,,0,0
674404,F28034,Earlylds,674404,,0,0
674405,F28082,Earlylds,674405,,0,0
674406,F28092,Earlylds,674406,,0,0
674407,F28265,Earlylds,674407,,0,0
674408,F28419,Earlylds,674408,,0,0
674409,F28432,Earlylds,674409,,0,0
674410,F28592,Earlylds,674410,,0,0
485722,F2862,Earlylds,485722,,0,0
674411,F28650,Earlylds,674411,,0,0
674412,F28800,Earlylds,674412,,0,0
674413,F28856,Earlylds,674413,,0,0
674414,F29159,Earlylds,674414,,0,0
674415,F29283,Earlylds,674415,,0,0
674416,F29288,Earlylds,674416,,0,0
485723,F2940,Earlylds,485723,,0,0
674417,F29421,Earlylds,674417,,0,0
674418,F29431,Earlylds,674418,,0,0
674419,F29446,Earlylds,674419,,0,0
674420,F29696,Earlylds,674420,,0,0
674421,F29764,Earlylds,674421,,0,0
674422,F29812,Earlylds,674422,,0,0
485724,F3012,Earlylds,485724,,0,0
674423,F30134,Earlylds,674423,,0,0
674424,F30149,Earlylds,674424,,0,0
674425,F30200,Earlylds,674425,,0,0
485725,F3028,Earlylds,485725,,0,0
674426,F30306,Earlylds,674426,,0,0
674427,F30364,Earlylds,674427,,0,0
674428,F30402,Earlylds,674428,,0,0
674429,F30414,Earlylds,674429,,0,0
674430,F30507,Earlylds,674430,,0,0
674431,F30550,Earlylds,674431,,0,0
674432,F30779,Earlylds,674432,,0,0
674433,F30796,Earlylds,674433,,0,0
674434,F30921,Earlylds,674434,,0,0
485726,F3135,Earlylds,485726,,0,0
674435,F31495,Earlylds,674435,,0,0
674436,F31516,Earlylds,674436,,0,0
674437,F31576,Earlylds,674437,,0,0
674438,F31586,Earlylds,674438,,0,0
674439,F31743,Earlylds,674439,,0,0
674440,F31802,Earlylds,674440,,0,0
674441,F31829,Earlylds,674441,,0,0
674442,F31928,Earlylds,674442,,0,0
674443,F32152,Earlylds,674443,,0,0
674444,F32384,Earlylds,674444,,0,0
674445,F32543,Earlylds,674445,,0,0
485727,F3257,Earlylds,485727,,0,0
674446,F32634,Earlylds,674446,,0,0
674447,F32726,Earlylds,674447,,0,0
674448,F32977,Earlylds,674448,,0,0
674449,F33015,Earlylds,674449,,0,0
674450,F33016,Earlylds,674450,,0,0
674451,F33050,Earlylds,674451,,0,0
674452,F33286,Earlylds,674452,,0,0
674453,F33292,Earlylds,674453,,0,0
674454,F33446,Earlylds,674454,,0,0
674455,F33717,Earlylds,674455,,0,0
674456,F33738,Earlylds,674456,,0,0
674457,F33905,Earlylds,674457,,0,0
674458,F34085,Earlylds,674458,,0,0
485728,F3458,Earlylds,485728,,0,0
674459,F34657,Earlylds,674459,,0,0
674460,F34681,Earlylds,674460,,0,0
674461,F34727,Earlylds,674461,,0,0
485729,F3491,Earlylds,485729,,0,0
674462,F34953,Earlylds,674462,,0,0
674463,F34954,Earlylds,674463,,0,0
674464,F34955,Earlylds,674464,,0,0
674465,F34956,Earlylds,674465,,0,0
674466,F34958,Earlylds,674466,,0,0
674467,F35318,Earlylds,674467,,0,0
674468,F35783,Earlylds,674468,,0,0
485730,F3595,Earlylds,485730,,0,0
674469,F36146,Earlylds,674469,,0,0
485731,F3644,Earlylds,485731,,0,0
674470,F36511,Earlylds,674470,,0,0
674471,F36785,Earlylds,674471,,0,0
674472,F36848,Earlylds,674472,,0,0
674473,F37085,Earlylds,674473,,0,0
485732,F3737,Earlylds,485732,,0,0
485733,F3930,Earlylds,485733,,0,0
485691,F396,Earlylds,485691,,0,0
485734,F4063,Earlylds,485734,,0,0
485735,F4276,Earlylds,485735,,0,0
485736,F4319,Earlylds,485736,,0,0
485737,F4353,Earlylds,485737,,0,0
485738,F4412,Earlylds,485738,,0,0
485739,F4493,Earlylds,485739,,0,0
485740,F4553,Earlylds,485740,,0,0
485741,F4554,Earlylds,485741,,0,0
485742,F4617,Earlylds,485742,,0,0
485743,F4620,Earlylds,485743,,0,0
485692,F470,Earlylds,485692,,0,0
485744,F4770,Earlylds,485744,,0,0
485745,F4815,Earlylds,485745,,0,0
485746,F4836,Earlylds,485746,,0,0
485747,F4931,Earlylds,485747,,0,0
485748,F4940,Earlylds,485748,,0,0
485749,F4955,Earlylds,485749,,0,0
485750,F4976,Earlylds,485750,,0,0
486036,F5110,Earlylds,486036,,0,0
486037,F5110,Earlylds,486037,,0,0
486038,F5112,Earlylds,486038,,0,0
485751,F5139,Earlylds,485751,,0,0
485752,F5171,Earlylds,485752,,0,0
485753,F5225,Earlylds,485753,,0,0
485693,F530,Earlylds,485693,,0,0
485754,F5363,Earlylds,485754,,0,0
485755,F5390,Earlylds,485755,,0,0
485756,F5478,Earlylds,485756,,0,0
485757,F5479,Earlylds,485757,,0,0
485758,F5483,Earlylds,485758,,0,0
485686,F56,Earlylds,485686,,0,0
485759,F5613,Earlylds,485759,,0,0
486069,F5615,Earlylds,486069,,0,0
485760,F5739,Earlylds,485760,,0,0
485694,F576,Earlylds,485694,,0,0
485761,F5853,Earlylds,485761,,0,0
485762,F5899,Earlylds,485762,,0,0
485763,F5900,Earlylds,485763,,0,0
486087,F591,Earlylds,486087,,0,0
485764,F5914,Earlylds,485764,,0,0
485765,F5949,Earlylds,485765,,0,0
485766,F6009,Earlylds,485766,,0,0
485767,F6033,Earlylds,485767,,0,0
485768,F6051,Earlylds,485768,,0,0
485769,F6095,Earlylds,485769,,0,0
485770,F6165,Earlylds,485770,,0,0
485695,F635,Earlylds,485695,,0,0
485771,F6579,Earlylds,485771,,0,0
485772,F6651,Earlylds,485772,,0,0
485773,F6696,Earlylds,485773,,0,0
485774,F6826,Earlylds,485774,,0,0
485696,F687,Earlylds,485696,,0,0
485775,F6871,Earlylds,485775,,0,0
485776,F6873,Earlylds,485776,,0,0
485777,F6923,Earlylds,485777,,0,0
485778,F6926,Earlylds,485778,,0,0
485779,F7134,Earlylds,485779,,0,0
485780,F7154,Earlylds,485780,,0,0
485781,F7156,Earlylds,485781,,0,0
485782,F7676,Earlylds,485782,,0,0
485783,F7709,Earlylds,485783,,0,0
485784,F7728,Earlylds,485784,,0,0
485785,F7867,Earlylds,485785,,0,0
485786,F8014,Earlylds,485786,,0,0
485787,F8027,Earlylds,485787,,0,0
485788,F8028,Earlylds,485788,,0,0
485789,F8139,Earlylds,485789,,0,0
485790,F8146,Earlylds,485790,,0,0
486046,F8147,Earlylds,486046,,0,0
485791,F8207,Earlylds,485791,,0,0
485697,F841,Earlylds,485697,,0,0
485792,F8411,Earlylds,485792,,0,0
485793,F8483,Earlylds,485793,,0,0
486081,F8537,Earlylds,486081,,0,0
485794,F8655,Earlylds,485794,,0,0
486070,F8661,Earlylds,486070,,0,0
486071,F8661,Earlylds,486071,,0,0
485795,F8694,Earlylds,485795,,0,0
486052,F8717,Earlylds,486052,,0,0
486053,F8717,Earlylds,486053,,0,0
486060,F8717,Earlylds,486060,,0,0
486061,F8717,Earlylds,486061,,0,0
486062,F8717,Earlylds,486062,,0,0
486063,F8717,Earlylds,486063,,0,0
486064,F8717,Earlylds,486064,,0,0
486065,F8717,Earlylds,486065,,0,0
485796,F8796,Earlylds,485796,,0,0
485797,F8857,Earlylds,485797,,0,0
485798,F8864,Earlylds,485798,,0,0
485799,F8992,Earlylds,485799,,0,0
486122,F9102,Earlylds,486122,,0,0
485698,F922,Earlylds,485698,,0,0
485800,F9283,Earlylds,485800,,0,0
485801,F9415,Earlylds,485801,,0,0
485802,F9416,Earlylds,485802,,0,0
485803,F9423,Earlylds,485803,,0,0
486088,F9445,Earlylds,486088,,0,0
485804,F9651,Earlylds,485804,,0,0
485699,F966,Earlylds,485699,,0,0
485805,F9957,Earlylds,485805,,0,0
485806,F9973,Earlylds,485806,,0,0
455906,I1,Earlylds,455906,,0,0
455915,I10,Earlylds,455915,,0,0
455999,I100,Earlylds,455999,,0,0
665903,I100,Earlylds,665903,,0,0
456702,I1000,Earlylds,456702,,0,0
632290,I1000,Earlylds,632290,,0,0
462751,I10000,Earlylds,462751,,0,0
640733,I10000,Earlylds,640733,,0,0
462752,I10001,Earlylds,462752,,0,0
462753,I10002,Earlylds,462753,,0,0
640735,I10002,Earlylds,640735,,0,0
462754,I10003,Earlylds,462754,,0,0
640736,I10003,Earlylds,640736,,0,0
462755,I10005,Earlylds,462755,,0,0
640737,I10005,Earlylds,640737,,0,0
462756,I10007,Earlylds,462756,,0,0
640738,I10007,Earlylds,640738,,0,0
462757,I10008,Earlylds,462757,,0,0
640739,I10008,Earlylds,640739,,0,0
694266,I10008,Earlylds,694266,,0,0
462758,I10009,Earlylds,462758,,0,0
640740,I10009,Earlylds,640740,,0,0
456703,I1001,Earlylds,456703,,0,0
632291,I1001,Earlylds,632291,,0,0
462759,I10010,Earlylds,462759,,0,0
640741,I10010,Earlylds,640741,,0,0
462760,I10011,Earlylds,462760,,0,0
640742,I10011,Earlylds,640742,,0,0
462761,I10013,Earlylds,462761,,0,0
640743,I10013,Earlylds,640743,,0,0
462762,I10015,Earlylds,462762,,0,0
640744,I10015,Earlylds,640744,,0,0
462763,I10016,Earlylds,462763,,0,0
640745,I10016,Earlylds,640745,,0,0
462764,I10017,Earlylds,462764,,0,0
640746,I10017,Earlylds,640746,,0,0
640747,I10018,Earlylds,640747,,0,0
462766,I10019,Earlylds,462766,,0,0
640748,I10019,Earlylds,640748,,0,0
632292,I1002,Earlylds,632292,,0,0
462767,I10021,Earlylds,462767,,0,0
640750,I10021,Earlylds,640750,,0,0
462768,I10022,Earlylds,462768,,0,0
640751,I10022,Earlylds,640751,,0,0
640752,I10023,Earlylds,640752,,0,0
640753,I10024,Earlylds,640753,,0,0
640754,I10025,Earlylds,640754,,0,0
640755,I10026,Earlylds,640755,,0,0
640756,I10027,Earlylds,640756,,0,0
640757,I10028,Earlylds,640757,,0,0
640758,I10029,Earlylds,640758,,0,0
456704,I1003,Earlylds,456704,,0,0
632293,I1003,Earlylds,632293,,0,0
462769,I10030,Earlylds,462769,,0,0
462770,I10031,Earlylds,462770,,0,0
640760,I10031,Earlylds,640760,,0,0
462771,I10032,Earlylds,462771,,0,0
640761,I10032,Earlylds,640761,,0,0
462772,I10033,Earlylds,462772,,0,0
462773,I10034,Earlylds,462773,,0,0
640763,I10034,Earlylds,640763,,0,0
462774,I10035,Earlylds,462774,,0,0
462775,I10036,Earlylds,462775,,0,0
640765,I10036,Earlylds,640765,,0,0
462776,I10037,Earlylds,462776,,0,0
640766,I10037,Earlylds,640766,,0,0
462777,I10039,Earlylds,462777,,0,0
456705,I1004,Earlylds,456705,,0,0
697299,I1004,Earlylds,697299,BIRT,999,0
462778,I10040,Earlylds,462778,,0,0
462779,I10041,Earlylds,462779,,0,0
640770,I10041,Earlylds,640770,,0,0
640771,I10042,Earlylds,640771,,0,0
462780,I10043,Earlylds,462780,,0,0
462781,I10044,Earlylds,462781,,0,0
640773,I10044,Earlylds,640773,,0,0
462782,I10045,Earlylds,462782,,0,0
640774,I10045,Earlylds,640774,,0,0
462783,I10046,Earlylds,462783,,0,0
640775,I10046,Earlylds,640775,,0,0
462784,I10048,Earlylds,462784,,0,0
462785,I10049,Earlylds,462785,,0,0
640778,I10049,Earlylds,640778,,0,0
456706,I1005,Earlylds,456706,,0,0
632294,I1005,Earlylds,632294,,0,0
462786,I10051,Earlylds,462786,,0,0
691858,I10051,Earlylds,691858,,0,0
462787,I10052,Earlylds,462787,,0,0
640781,I10052,Earlylds,640781,,0,0
462788,I10053,Earlylds,462788,,0,0
640782,I10053,Earlylds,640782,,0,0
640783,I10054,Earlylds,640783,,0,0
666862,I10055,Earlylds,666862,,0,0
462789,I10056,Earlylds,462789,,0,0
640785,I10056,Earlylds,640785,,0,0
462790,I10057,Earlylds,462790,,0,0
640786,I10057,Earlylds,640786,,0,0
462791,I10058,Earlylds,462791,,0,0
462792,I10059,Earlylds,462792,,0,0
640787,I10059,Earlylds,640787,,0,0
456707,I1006,Earlylds,456707,,0,0
632295,I1006,Earlylds,632295,,0,0
462793,I10060,Earlylds,462793,,0,0
640788,I10060,Earlylds,640788,,0,0
640789,I10062,Earlylds,640789,,0,0
640790,I10063,Earlylds,640790,,0,0
640791,I10064,Earlylds,640791,,0,0
640792,I10065,Earlylds,640792,,0,0
640793,I10066,Earlylds,640793,,0,0
462794,I10067,Earlylds,462794,,0,0
640794,I10067,Earlylds,640794,,0,0
462795,I10068,Earlylds,462795,,0,0
462796,I10069,Earlylds,462796,,0,0
640796,I10069,Earlylds,640796,,0,0
456708,I1007,Earlylds,456708,,0,0
632296,I1007,Earlylds,632296,,0,0
640797,I10070,Earlylds,640797,,0,0
462797,I10071,Earlylds,462797,,0,0
640798,I10071,Earlylds,640798,,0,0
690689,I10071,Earlylds,690689,,0,0
462798,I10072,Earlylds,462798,,0,0
640799,I10072,Earlylds,640799,,0,0
462799,I10073,Earlylds,462799,,0,0
640800,I10073,Earlylds,640800,,0,0
462800,I10074,Earlylds,462800,,0,0
640801,I10074,Earlylds,640801,,0,0
462801,I10075,Earlylds,462801,,0,0
640802,I10075,Earlylds,640802,,0,0
462802,I10076,Earlylds,462802,,0,0
640803,I10076,Earlylds,640803,,0,0
462803,I10077,Earlylds,462803,,0,0
462804,I10078,Earlylds,462804,,0,0
640805,I10078,Earlylds,640805,,0,0
462805,I10079,Earlylds,462805,,0,0
640806,I10079,Earlylds,640806,,0,0
456709,I1008,Earlylds,456709,,0,0
632297,I1008,Earlylds,632297,,0,0
462806,I10080,Earlylds,462806,,0,0
462807,I10081,Earlylds,462807,,0,0
640808,I10081,Earlylds,640808,,0,0
462808,I10082,Earlylds,462808,,0,0
640809,I10082,Earlylds,640809,,0,0
640810,I10083,Earlylds,640810,,0,0
462809,I10084,Earlylds,462809,,0,0
462810,I10085,Earlylds,462810,,0,0
640812,I10085,Earlylds,640812,,0,0
462811,I10086,Earlylds,462811,,0,0
640813,I10086,Earlylds,640813,,0,0
462812,I10087,Earlylds,462812,,0,0
462813,I10088,Earlylds,462813,,0,0
462814,I10089,Earlylds,462814,,0,0
640816,I10089,Earlylds,640816,,0,0
456710,I1009,Earlylds,456710,,0,0
632298,I1009,Earlylds,632298,,0,0
462815,I10090,Earlylds,462815,,0,0
640817,I10090,Earlylds,640817,,0,0
640818,I10091,Earlylds,640818,,0,0
640819,I10092,Earlylds,640819,,0,0
462816,I10093,Earlylds,462816,,0,0
640820,I10093,Earlylds,640820,,0,0
462817,I10094,Earlylds,462817,,0,0
640821,I10094,Earlylds,640821,,0,0
462818,I10095,Earlylds,462818,,0,0
640822,I10095,Earlylds,640822,,0,0
462819,I10097,Earlylds,462819,,0,0
640823,I10097,Earlylds,640823,,0,0
462820,I10098,Earlylds,462820,,0,0
640824,I10098,Earlylds,640824,,0,0
462821,I10099,Earlylds,462821,,0,0
640825,I10099,Earlylds,640825,,0,0
456000,I101,Earlylds,456000,,0,0
631402,I101,Earlylds,631402,,0,0
456711,I1010,Earlylds,456711,,0,0
632299,I1010,Earlylds,632299,,0,0
462822,I10100,Earlylds,462822,,0,0
640826,I10100,Earlylds,640826,,0,0
462823,I10101,Earlylds,462823,,0,0
640827,I10101,Earlylds,640827,,0,0
462824,I10104,Earlylds,462824,,0,0
640830,I10104,Earlylds,640830,,0,0
668755,I10105,Earlylds,668755,,0,0
462825,I10106,Earlylds,462825,,0,0
640832,I10106,Earlylds,640832,,0,0
462826,I10107,Earlylds,462826,,0,0
640833,I10107,Earlylds,640833,,0,0
640834,I10108,Earlylds,640834,,0,0
640835,I10109,Earlylds,640835,,0,0
462827,I10111,Earlylds,462827,,0,0
640836,I10111,Earlylds,640836,,0,0
462828,I10112,Earlylds,462828,,0,0
462829,I10113,Earlylds,462829,,0,0
462830,I10114,Earlylds,462830,,0,0
640839,I10114,Earlylds,640839,,0,0
462831,I10115,Earlylds,462831,,0,0
640840,I10115,Earlylds,640840,,0,0
462832,I10116,Earlylds,462832,,0,0
462833,I10117,Earlylds,462833,,0,0
640842,I10117,Earlylds,640842,,0,0
462834,I10118,Earlylds,462834,,0,0
462835,I10119,Earlylds,462835,,0,0
456713,I1012,Earlylds,456713,,0,0
632301,I1012,Earlylds,632301,,0,0
462836,I10120,Earlylds,462836,,0,0
640845,I10120,Earlylds,640845,,0,0
640848,I10123,Earlylds,640848,,0,0
